@relation dataset

@attribute rural/urban {0, 1, 2}
@attribute totalnumberofgood real
@attribute totalnumberoflivable real
@attribute totalnumberofdilapidated real
@attribute totalnumberofresidencehouseholds real
@attribute totalnumberofresidencegood real
@attribute totalnumberofresidencelivable real
@attribute totalnumberofresidencedilapidated real
@attribute totalnumberofresidencecumother real
@attribute numberofresidencecumgood real
@attribute residence_cum_livable real
@attribute residence_cum_dilapidated real
@attribute material_roof_gtbw real
@attribute material_roof_pp real
@attribute material_roof_hmt real
@attribute material_roof_mmt real
@attribute material_roof_bb real
@attribute material_roof_ss real
@attribute material_roof_gmas real
@attribute material_roof_concrete real
@attribute material_roof_aom real
@attribute material_roof_gtb real
@attribute material_roof_pp1 real
@attribute material_roof_mub real
@attribute material_roof_wood real
@attribute material_wall_snpwm real
@attribute material_wall_spwm real
@attribute material_wall_gimas real
@attribute material_wall_bb real
@attribute material_wall_concrete real
@attribute material_wall_aom real
@attribute material_floor_mud real
@attribute material_floor_wb real
@attribute material_floor_bb real
@attribute material_floor_stone real
@attribute material_floor_cement real
@attribute material_floor_mf real
@attribute material_floor_aom real
@attribute dwelling_r_ner real
@attribute dwelling_r_or real
@attribute dwelling_r_tr real
@attribute dwelling_r_th_r real
@attribute dwelling_r_fr real
@attribute dwelling_r_fi_r real
@attribute dwelling_r_sra real
@attribute h_size_1 real
@attribute h_size_2 real
@attribute h_size_3 real
@attribute h_size_4 real
@attribute h_size_5 real
@attribute h_size_6_8 real
@attribute h_size_9 real
@attribute o_status_o real
@attribute o_status_r real
@attribute o_status_ao real
@attribute married_c_n real
@attribute married_c_1 real
@attribute married_c_2 real
@attribute married_c_3 real
@attribute married_c_4 real
@attribute married_c_5 real
@attribute dw_tfts real
@attribute dw_tfus real
@attribute dw_cw real
@attribute dw_uw real
@attribute dw_handpump real
@attribute dw_tb real
@attribute dw_spring real
@attribute dw_rc real
@attribute dw_tpl real
@attribute dw_os real
@attribute within_premises real
@attribute near_premises real
@attribute away real
@attribute msl_electricty real
@attribute msl_kerosene real
@attribute msl_se real
@attribute msl_oo real
@attribute msl_ao real
@attribute msl_nl real
@attribute latrine_premise real
@attribute latrine_pss real
@attribute latrine_st real
@attribute latrine_os real
@attribute pit_latrine_svi real
@attribute pit_latrine_sop real
@attribute disposed_drain real
@attribute service_latrine_nrh real
@attribute service_latrine_nsa real
@attribute h_latrine_premoses real
@attribute alternative_source real
@attribute alternative_source_open real
@attribute households_bathroom real
@attribute households_ewr real
@attribute households_no real
@attribute waste_water_cd real
@attribute waste_water_od real
@attribute waste_water_nd real
@attribute cooking_fw real
@attribute cooking_cr real
@attribute cooking_cc real
@attribute cooking_clc real
@attribute cooking_kerosene real
@attribute cooking_lpg_png real
@attribute cooking_electricity real
@attribute cooking_biogas real
@attribute cooking_ao real
@attribute cooking_nc real
@attribute cooking_ih real
@attribute has_kitchen real
@attribute dnhk real
@attribute cooking_oh real
@attribute has_kitchen1 real
@attribute dnh_kitchen real
@attribute no_cooking real
@attribute tnhab real
@attribute assets_rt real
@attribute assets_tel real
@attribute assets_cl_wi real
@attribute assets_clwi real
@attribute assets_tm_lo real
@attribute assets_tm_mo real
@attribute assets_tm_both real
@attribute assets_bicycle real
@attribute assets_smm real
@attribute assets_cjv real
@attribute household_tv_lp real
@attribute none_as real
@attribute permanents real
@attribute semi_permanent real
@attribute total_temporary real
@attribute serviceable real
@attribute non_serviceable real
@attribute unclassifiable real
@attribute contition_t_total real
@attribute contition_t_good real
@attribute contition_t_livable real
@attribute contition_t_dilapidated real
@attribute contition_r_total real
@attribute residence_good real
@attribute residence_livable real
@attribute residence_dilapidated real
@attribute residence_cum_other real
@attribute residence_cum_good real


@data
?,50.8,44.0,5.2,?,50.1,42.2,?,2.7,0.7,1.8,0.3,?,0.2,1.0,0.0,0.1,?,86.0,3.3,4.2,0.3,0.2,15.8,?,9.4,4.2,?,62.3,?,?,47.3,2.6,0.4,?,47.5,0.1,?,2.0,13.6,23.3,26.5,18.1,5.5,?,?,?,?,13.0,?,?,15.7,98.7,0.8,0.6,?,71.9,15.9,?,0.5,?,37.5,40.5,2.9,1.9,2.2,1.1,?,?,0.8,?,53.6,?,18.4,?,3.1,0.2,0.1,?,0.8,?,?,14.8,?,?,4.6,?,27.3,?,22.4,3.1,19.3,?,3.4,17.0,13.7,44.5,41.8,63.9,?,?,?,?,22.6,0.2,1.1,?,?,?,?,3.8,?,3.1,2.0,0.1,?,?,?,2.5,?,3.2,66.6,3.7,9.2,?,?,?,13.4,?,17.1,2.2,2.0,0.2,5.8,100.0,?,44.0,5.2,97.3,50.1,42.2,5.0,?,0.7
2,61.0,?,?,?,60.4,33.4,5.0,?,?,0.6,0.1,2.9,0.2,0.7,?,0.2,1.1,86.0,6.2,?,?,0.3,?,1.0,?,?,?,?,1.9,2.2,21.9,0.9,?,?,75.2,?,0.1,2.6,?,?,23.8,18.6,7.6,18.6,0.9,?,7.3,16.4,?,?,11.8,97.1,2.3,?,?,70.4,?,3.8,0.7,?,67.1,21.6,?,1.4,?,0.7,?,?,1.4,1.1,80.6,14.8,?,97.5,1.7,?,0.0,?,?,92.5,25.6,34.9,6.5,?,?,11.0,9.9,0.7,7.5,?,6.3,90.0,3.0,?,?,50.4,?,21.4,?,0.9,0.0,5.5,?,?,2.5,0.1,?,?,?,2.4,2.7,2.2,?,0.2,?,?,79.5,6.1,9.0,4.8,?,?,16.0,?,14.7,6.6,4.0,77.7,16.9,?,0.9,?,?,100.0,61.0,34.0,5.0,?,60.4,?,5.0,1.2,0.6
?,38.9,53.7,7.4,96.2,?,51.3,7.0,3.8,1.0,?,?,7.5,?,?,?,0.1,0.4,87.5,?,1.8,0.6,0.3,22.0,?,4.2,1.7,1.0,?,1.3,0.8,?,3.1,?,4.3,31.2,?,0.2,2.5,15.6,26.7,26.3,17.2,?,6.8,1.0,3.6,6.9,11.9,16.3,43.2,?,98.6,0.5,0.9,9.1,?,15.4,2.9,?,0.1,14.7,39.9,1.9,?,?,?,5.6,?,2.5,6.2,26.1,33.6,?,77.1,?,?,?,2.4,4.4,?,8.3,?,?,3.8,6.9,?,35.0,?,29.9,2.9,?,?,?,25.2,9.1,35.7,55.3,?,5.8,8.8,?,?,11.2,0.1,?,0.1,0.1,91.7,?,6.3,?,5.7,2.6,?,43.1,62.4,40.3,1.3,3.6,3.0,?,?,9.2,3.4,3.2,?,18.1,63.2,?,6.8,?,0.3,2.5,100.0,?,53.7,7.4,?,37.9,?,?,3.8,1.0
1,?,50.0,?,?,42.1,47.9,6.6,3.5,1.0,2.2,0.3,6.6,0.3,0.9,0.0,0.1,?,?,1.9,2.0,?,0.3,21.1,9.4,?,1.5,?,?,1.3,?,56.6,2.8,0.5,3.7,36.2,0.1,0.1,?,?,25.9,?,17.4,?,7.5,1.0,3.6,6.9,?,16.7,?,17.3,?,0.6,0.8,9.0,71.3,?,3.2,0.7,0.1,16.9,?,1.7,1.3,?,1.5,4.7,?,?,5.3,31.9,?,35.9,80.1,?,?,?,?,?,74.0,9.2,6.7,?,4.4,6.0,2.9,?,1.9,26.0,2.7,?,?,?,22.7,?,39.3,?,66.9,5.4,?,?,?,15.6,0.1,?,0.1,?,92.4,85.8,6.6,7.5,5.2,?,0.1,?,?,44.7,?,3.8,3.3,?,?,?,4.0,3.9,1.0,16.5,65.7,25.6,6.0,5.7,0.2,2.8,100.0,43.1,50.0,?,96.5,42.1,47.9,6.6,3.5,1.0
2,?,31.0,4.3,?,?,30.3,4.3,?,0.9,0.7,?,?,?,1.6,0.0,?,0.9,?,3.7,3.2,0.3,0.3,16.5,?,3.7,?,?,73.4,1.2,1.4,35.3,?,0.3,1.0,62.3,?,?,?,11.6,?,?,?,6.3,11.1,0.9,3.5,?,13.5,18.8,?,?,98.6,?,?,8.6,67.5,?,?,?,?,28.5,58.5,0.5,?,?,?,0.0,5.5,0.6,0.5,62.1,?,?,95.5,3.7,?,0.1,0.4,0.2,94.3,13.5,13.8,?,?,?,?,?,?,5.7,1.8,3.9,86.7,?,9.2,11.8,58.2,?,?,3.4,5.4,?,5.7,38.7,?,?,?,0.3,96.0,88.1,7.9,3.7,?,0.7,0.3,66.5,72.8,?,?,?,4.5,?,?,14.0,?,7.9,?,8.0,?,15.4,?,1.6,0.1,?,100.0,?,31.0,4.3,98.3,?,30.3,4.3,1.7,?
0,55.2,38.4,6.3,98.5,?,?,6.2,1.5,?,1.2,?,2.2,0.1,0.2,0.0,?,0.5,?,2.5,0.7,0.3,0.1,12.6,1.0,7.2,1.4,?,75.6,0.4,0.8,29.0,0.8,0.2,0.2,?,0.0,0.0,4.2,?,24.7,?,13.0,5.1,10.4,?,?,7.2,14.6,21.3,38.6,14.7,98.8,?,?,?,?,15.8,?,0.4,0.1,37.3,50.8,?,0.0,0.6,?,0.1,8.6,0.0,1.7,?,?,?,?,0.5,0.0,?,?,?,?,?,?,12.1,3.8,?,13.0,?,?,11.3,?,10.5,?,2.8,15.9,17.5,?,47.7,?,1.4,2.8,0.1,2.0,47.9,3.0,0.4,0.0,0.1,?,88.5,4.8,?,1.5,5.1,0.1,?,?,68.1,1.5,?,1.1,?,4.2,24.1,?,6.4,2.0,9.2,83.3,14.2,1.0,?,0.2,?,100.0,?,38.4,6.3,?,55.0,37.3,?,?,?
?,?,?,?,98.5,73.5,?,?,1.5,?,?,0.0,?,?,1.1,?,0.2,?,?,5.0,?,0.2,?,6.4,1.8,1.5,0.6,?,?,5.8,1.3,9.7,?,0.6,0.8,85.7,?,0.2,?,?,?,?,?,8.0,?,1.4,4.0,9.2,?,?,?,?,96.1,?,0.8,11.3,?,13.9,3.8,0.6,0.1,?,16.2,0.2,?,?,0.4,?,0.4,0.0,0.2,93.9,4.5,1.7,98.8,0.3,0.1,?,?,0.2,?,?,?,?,1.7,1.0,20.2,?,1.4,?,0.6,?,96.7,1.4,1.9,?,39.1,14.0,6.0,0.5,?,0.0,5.0,82.5,2.5,?,0.0,0.3,98.1,?,2.2,?,1.4,?,?,83.7,77.2,91.3,9.8,10.4,7.6,72.0,14.7,26.6,23.8,20.7,?,1.3,87.8,9.0,0.8,?,?,2.4,?,74.3,23.5,2.2,?,73.5,22.9,?,?,0.8
2,74.6,?,?,98.5,73.8,22.7,?,?,0.8,?,?,1.7,?,1.1,?,0.2,1.3,88.8,?,?,?,0.2,6.3,?,?,0.5,?,?,?,1.3,9.4,2.0,0.6,0.8,85.9,?,0.2,3.7,?,18.0,21.6,16.1,?,?,1.4,?,9.2,?,?,29.5,?,?,3.1,0.8,?,70.2,13.8,3.8,0.6,0.1,82.8,?,?,0.0,0.5,0.4,0.0,0.3,0.0,?,94.2,4.3,?,98.8,0.3,0.1,?,0.6,0.2,98.1,?,28.9,4.7,1.6,1.0,20.3,1.8,?,1.9,?,1.3,97.0,?,1.7,47.4,39.2,13.4,?,?,0.7,?,?,83.0,2.5,2.4,?,0.3,?,96.0,?,?,1.4,?,0.3,?,77.5,91.7,?,10.5,7.7,?,14.9,26.6,24.0,20.9,?,?,87.9,8.9,0.8,?,?,?,100.0,74.6,?,2.2,98.5,73.8,22.7,2.1,1.5,0.8
0,?,47.4,9.5,90.8,41.8,42.4,?,?,1.3,?,?,7.8,?,1.7,0.0,?,1.9,79.0,?,?,?,3.5,16.1,?,13.2,?,?,?,?,2.3,47.3,0.4,0.4,1.3,?,0.1,0.3,?,22.3,28.1,25.0,11.2,3.5,?,0.8,3.4,?,13.0,18.3,?,8.7,?,0.7,1.3,7.3,?,?,2.2,0.2,0.0,51.3,?,?,0.3,?,1.1,?,?,1.2,?,?,29.1,16.4,87.8,?,0.4,0.3,?,3.0,?,6.9,9.2,?,?,?,0.5,?,?,?,4.3,?,69.2,4.6,?,11.6,47.5,40.9,?,1.1,1.2,0.0,?,18.4,1.3,0.8,0.5,0.1,91.5,?,9.7,8.4,?,?,0.1,57.8,67.2,?,1.8,?,?,?,2.3,12.5,?,?,1.1,14.3,?,20.0,6.9,3.3,3.6,4.6,?,43.1,47.4,9.5,?,41.8,?,?,9.2,?
?,47.7,43.5,8.8,?,46.5,?,6.2,?,1.3,?,2.5,?,3.2,?,0.1,0.1,?,79.5,3.0,?,?,3.2,?,2.6,11.3,?,?,59.3,2.4,2.3,43.1,0.5,0.3,?,54.6,?,?,?,?,?,25.1,?,3.8,?,0.8,3.2,?,12.7,18.1,?,8.5,?,0.7,1.3,7.2,75.2,15.1,?,?,0.0,54.7,27.4,0.5,0.3,?,1.3,?,7.2,?,?,?,26.1,15.2,89.0,3.7,?,0.3,4.1,2.6,72.8,8.6,12.3,8.7,?,3.6,?,33.1,1.4,27.2,3.8,?,72.3,?,23.3,13.9,?,37.0,68.8,1.5,1.1,0.0,1.8,24.1,?,?,0.4,0.1,92.1,83.5,?,7.8,4.1,?,0.1,60.3,67.2,47.1,?,4.4,4.6,56.6,?,?,6.3,5.3,?,?,70.4,?,6.0,2.9,3.1,4.5,?,?,43.5,8.8,91.9,?,39.2,6.2,8.1,?
?,73.5,22.0,?,?,72.3,?,4.4,?,1.1,0.6,?,5.8,1.1,1.4,0.1,0.2,2.3,?,?,2.1,?,?,?,?,?,0.3,?,78.1,?,?,?,?,0.1,?,78.5,?,0.2,?,13.6,23.5,?,15.2,?,13.0,0.5,2.6,5.5,11.2,16.9,55.6,7.7,98.2,?,?,?,?,14.9,2.6,?,0.1,?,?,1.7,?,4.3,2.8,?,?,?,0.4,?,9.7,8.5,?,?,0.1,0.0,?,0.8,91.3,18.0,29.5,6.0,2.4,2.7,0.4,?,?,8.7,1.1,7.6,89.5,2.7,?,?,58.2,15.5,33.9,3.4,0.3,?,4.0,55.2,1.7,0.9,0.1,?,?,92.6,2.7,4.4,?,1.9,0.3,74.3,?,68.3,?,5.3,?,68.6,6.6,21.6,11.5,10.6,?,?,81.1,?,1.4,?,?,?,100.0,73.5,?,?,98.1,72.3,?,4.4,1.9,1.1
0,52.5,?,4.6,98.2,52.1,41.9,?,1.8,0.4,1.1,?,1.9,?,0.4,0.0,?,0.6,90.8,4.1,1.6,?,?,24.2,0.5,?,?,?,?,?,?,?,?,0.3,0.4,56.1,?,0.3,5.9,14.3,22.7,?,17.2,5.7,10.6,0.9,?,7.0,?,?,37.9,16.6,?,0.4,?,9.3,67.8,?,3.8,0.5,0.1,25.2,43.1,?,0.3,12.9,3.7,?,11.2,0.5,1.2,59.0,26.0,15.0,89.6,?,0.7,?,3.1,?,62.7,?,21.0,6.2,?,?,0.4,?,?,37.3,2.5,34.8,68.4,?,26.5,11.8,42.3,45.8,66.3,5.7,?,0.0,0.8,13.8,0.2,?,1.0,?,?,?,5.5,12.7,8.5,4.2,0.1,?,63.4,?,1.5,4.3,?,?,6.2,6.7,5.5,6.9,1.4,10.8,72.1,23.6,1.8,1.3,?,2.5,?,52.5,?,4.6,?,52.1,?,4.2,?,?
1,52.7,42.9,4.4,?,?,?,?,?,?,1.0,0.3,?,0.5,0.4,0.1,0.1,?,?,4.1,1.6,?,0.5,23.2,?,?,?,?,?,?,?,37.3,2.6,0.4,?,?,0.1,0.3,?,13.5,22.0,23.2,?,6.0,11.8,0.9,?,?,14.6,19.2,?,?,?,?,0.4,9.3,?,18.5,?,0.5,0.1,?,40.0,1.0,?,12.2,?,0.8,?,0.5,1.1,62.6,?,13.6,?,?,0.6,0.1,?,0.6,66.3,15.1,?,5.9,3.7,?,0.8,?,1.2,?,2.4,31.4,?,?,?,13.4,?,?,?,5.2,9.7,0.0,1.1,20.7,?,1.0,0.8,?,88.5,83.3,5.3,11.4,7.6,3.8,?,66.3,64.0,56.6,1.9,?,2.2,70.8,7.2,6.7,5.6,7.6,?,?,73.0,22.8,1.6,1.2,0.4,?,?,52.7,42.9,4.4,?,52.3,?,4.1,1.7,0.4
2,?,42.4,?,98.8,54.0,41.9,3.0,1.2,0.6,0.6,?,0.7,?,0.9,?,0.4,?,90.6,?,?,0.5,0.3,?,?,?,?,0.5,73.5,3.0,1.4,16.9,1.4,0.8,1.5,78.8,?,?,3.1,8.2,?,?,22.3,8.1,?,0.6,1.8,?,12.2,16.2,?,20.0,98.1,?,0.4,9.3,?,?,?,?,0.1,62.1,?,0.2,?,7.5,7.4,1.6,1.3,0.5,1.0,87.8,?,?,97.7,1.0,?,?,1.2,?,91.1,32.0,42.8,4.5,2.3,3.9,4.0,?,?,8.9,1.6,7.3,?,3.5,6.2,?,58.4,16.9,?,1.3,0.6,0.1,?,69.2,1.3,?,0.0,0.1,97.6,?,3.7,?,?,?,?,79.9,68.0,?,4.5,7.1,2.7,72.5,14.4,6.9,6.4,12.5,4.6,4.3,?,17.0,?,0.6,?,2.6,100.0,?,42.4,3.0,98.8,54.0,41.9,3.0,?,0.6
0,61.0,?,5.9,98.1,60.3,32.2,?,1.9,?,1.0,?,5.1,?,?,0.1,?,1.2,82.5,6.5,1.8,0.5,0.2,23.5,3.0,?,0.1,?,66.2,3.2,?,44.9,2.0,1.0,0.4,51.6,?,?,?,?,?,22.9,15.7,5.7,?,0.7,?,?,14.9,?,42.2,12.2,99.0,0.6,?,6.3,?,?,?,0.4,?,21.4,50.8,1.1,0.5,6.7,2.0,?,13.7,?,2.4,44.5,?,?,83.1,12.0,0.9,?,2.7,1.1,59.0,11.5,14.1,16.0,8.1,6.6,0.5,1.6,?,?,4.8,?,75.4,3.4,21.2,?,50.9,?,?,?,17.3,0.0,?,?,0.0,0.4,?,?,94.0,?,2.5,5.9,3.2,2.7,0.1,?,70.9,?,1.7,5.8,?,71.3,?,3.7,?,8.0,1.4,?,69.4,22.9,4.6,4.3,?,3.2,?,?,33.2,?,98.1,60.3,?,5.6,?,0.7
1,?,?,5.7,?,60.3,?,?,1.9,?,1.0,?,?,?,2.3,?,?,?,82.4,?,?,?,0.2,?,?,1.4,0.1,?,66.7,?,?,43.1,?,1.0,0.5,53.0,0.1,0.0,?,18.0,22.1,22.8,?,6.0,12.9,?,3.2,?,15.0,19.2,42.1,11.9,?,0.6,?,6.4,73.6,?,3.2,?,0.1,?,?,?,0.5,?,?,0.9,12.9,0.3,2.3,47.4,31.0,21.6,?,11.3,0.8,?,2.5,1.0,?,13.5,?,?,7.6,?,0.6,1.7,?,38.9,4.5,34.4,76.7,3.3,20.1,14.1,51.5,34.4,?,3.0,?,?,0.2,8.9,0.0,?,0.0,?,94.3,91.8,2.5,5.6,3.1,?,0.1,54.1,?,47.4,2.1,?,?,70.9,?,3.9,11.1,?,?,8.9,70.0,?,4.5,?,0.3,3.0,100.0,61.0,?,5.7,98.1,60.3,32.3,5.5,1.9,?
?,62.3,34.4,3.3,97.9,61.2,33.4,?,?,1.1,1.0,0.1,3.1,0.7,?,0.0,?,0.7,80.9,13.3,0.0,0.1,0.0,?,0.4,0.5,0.1,?,75.9,?,0.3,14.4,7.2,0.4,2.4,74.8,0.7,0.0,?,?,?,?,19.5,?,20.4,?,?,7.5,17.2,23.9,?,6.7,97.9,1.7,0.4,?,74.5,14.1,3.0,0.7,?,79.3,20.6,?,?,0.0,?,0.0,0.0,0.0,0.0,94.8,5.0,?,99.8,0.1,0.0,?,0.1,?,94.8,45.6,36.9,?,0.7,?,3.1,?,0.7,5.2,0.4,4.8,96.5,2.4,1.1,?,61.3,?,?,0.0,0.3,?,0.9,71.5,?,14.1,0.0,0.4,98.9,?,2.7,?,?,?,0.4,87.0,?,?,8.5,10.3,?,64.6,23.9,?,?,19.7,7.3,1.1,79.2,?,?,?,0.1,?,?,62.3,34.4,3.3,?,61.2,?,?,2.1,1.1
0,?,?,?,?,50.8,40.7,4.6,3.8,0.8,2.6,0.5,?,1.1,2.5,?,0.1,0.8,?,?,0.8,0.2,?,20.7,?,2.8,?,0.2,69.6,1.3,?,48.1,2.8,?,?,?,0.1,0.1,4.5,?,?,?,14.9,4.7,9.1,1.2,4.0,8.7,14.7,18.9,?,?,?,?,?,9.0,74.3,14.3,?,?,?,?,?,0.9,?,?,?,?,16.3,1.1,2.1,41.7,?,?,75.6,?,0.3,?,4.4,2.4,50.8,?,10.5,8.3,5.7,5.2,?,?,1.9,49.2,8.1,41.1,59.1,?,?,7.3,40.9,51.8,?,3.0,?,0.0,0.2,?,?,0.8,0.1,0.1,95.6,92.6,?,?,2.3,2.0,?,57.9,54.1,38.9,?,3.4,2.3,61.3,?,3.5,3.1,?,?,20.0,?,20.5,6.7,5.6,?,?,100.0,51.6,43.3,?,?,50.8,40.7,?,?,0.8
1,?,39.8,4.7,96.7,54.8,37.7,?,3.3,?,2.1,?,6.8,?,2.9,0.0,?,?,82.6,?,0.7,0.2,1.0,20.6,?,?,0.4,?,69.9,2.3,0.7,41.9,2.7,?,?,54.4,0.2,?,4.0,18.5,?,?,15.5,5.2,?,?,3.6,?,?,18.6,33.7,20.7,?,0.8,0.6,8.9,73.7,?,?,?,0.1,24.0,48.1,0.8,0.7,?,1.4,1.8,?,?,1.8,49.8,28.4,21.8,80.4,?,?,0.3,3.5,1.9,?,8.3,13.1,8.0,6.0,5.0,?,10.7,1.7,43.4,?,36.0,64.6,?,31.4,?,45.7,?,?,?,3.4,0.0,0.5,20.3,?,?,0.1,0.3,96.1,93.1,3.0,3.6,2.1,?,0.3,62.3,?,?,?,4.1,2.6,64.0,5.3,4.4,3.9,?,?,16.6,?,20.3,?,4.7,?,1.3,100.0,?,39.8,4.7,?,54.8,37.7,4.2,?,0.8
2,68.4,28.5,?,?,67.7,27.9,3.0,1.4,?,0.5,0.1,2.7,0.5,4.1,0.0,?,1.3,?,7.9,0.7,0.2,?,?,?,0.8,0.3,0.3,71.0,?,0.8,21.5,2.3,0.6,?,74.9,0.4,0.0,2.2,12.3,21.1,22.9,17.5,6.9,?,?,2.2,?,13.0,17.6,32.5,?,?,?,?,8.4,71.8,15.9,3.3,?,0.1,38.6,?,0.5,?,5.0,1.2,?,3.6,0.1,0.8,76.4,14.4,9.2,95.9,3.0,?,?,0.6,?,75.5,16.3,21.7,7.0,?,?,?,?,0.8,24.5,?,?,?,3.0,?,16.3,?,?,38.5,1.5,?,0.1,1.4,54.0,?,?,0.1,0.7,97.7,?,2.8,?,1.3,?,0.7,76.6,66.9,?,?,6.5,3.4,72.7,?,7.2,?,?,?,?,76.6,19.9,2.2,?,?,1.4,?,68.4,?,?,98.6,?,27.9,3.0,1.4,0.8
0,?,49.0,4.7,?,?,?,4.3,3.1,0.7,?,0.4,?,0.3,?,0.0,?,?,?,4.0,1.7,0.2,?,35.9,?,?,0.3,?,57.6,?,1.1,56.2,?,?,1.0,38.4,0.1,0.0,4.8,?,26.7,?,?,4.0,?,1.2,4.7,?,16.2,?,?,?,?,0.5,?,7.6,?,12.8,?,0.2,?,7.4,59.1,0.8,0.6,?,?,3.1,?,0.4,3.2,29.5,39.5,30.9,64.1,31.3,?,?,?,?,41.7,6.3,8.0,7.0,?,?,0.9,?,0.6,58.3,4.9,53.4,51.5,?,?,5.3,37.2,57.5,79.2,?,12.1,?,0.3,?,?,0.2,0.1,0.1,96.1,92.7,3.4,3.7,1.5,2.2,?,45.2,?,33.4,?,3.7,2.0,?,1.8,2.3,4.4,3.0,0.7,?,?,?,6.1,5.8,0.3,?,100.0,?,?,4.7,96.9,45.6,?,?,3.1,0.7
?,?,47.7,4.6,97.1,46.9,?,?,2.9,?,1.8,0.4,?,0.3,?,0.0,0.3,?,82.5,?,?,0.2,?,34.1,1.1,0.9,?,?,58.6,3.3,1.1,52.4,3.6,?,?,42.6,0.1,0.0,4.5,?,?,?,11.6,?,7.5,1.1,4.6,?,16.5,20.0,?,8.2,98.9,?,0.5,?,?,?,1.9,?,?,8.2,62.4,0.7,?,?,0.9,2.7,17.0,0.3,2.8,?,?,27.8,?,?,1.5,0.1,1.6,?,44.9,7.1,9.8,7.1,?,3.8,1.0,?,0.7,55.1,?,50.3,?,4.0,40.8,6.0,?,54.8,?,?,?,0.0,0.4,6.2,0.0,0.4,0.1,0.1,?,93.1,3.2,?,?,1.8,?,48.3,?,37.3,1.2,3.9,?,?,2.0,?,4.8,3.5,0.8,15.3,?,?,?,5.4,0.3,?,100.0,?,?,?,97.1,46.9,45.9,4.3,?,0.8
2,?,42.0,?,?,52.5,?,4.1,2.2,?,0.9,?,?,0.3,2.1,0.0,0.3,?,79.1,10.7,?,?,0.2,26.0,?,?,?,?,62.6,7.7,1.2,35.7,?,0.6,0.7,60.8,0.1,?,?,?,24.3,27.0,11.7,?,8.8,?,3.9,8.6,17.8,22.0,38.1,?,98.7,?,0.5,6.4,75.4,15.2,2.6,0.3,0.0,11.5,76.8,0.3,0.1,1.9,0.8,?,6.3,0.1,1.2,?,?,14.3,?,7.6,?,0.1,0.1,0.2,?,10.8,?,7.4,?,?,1.3,9.9,?,?,4.9,36.6,?,?,24.2,9.2,?,43.0,?,6.9,12.7,?,?,16.0,0.0,?,?,0.1,96.8,?,2.4,?,2.8,0.3,0.1,?,60.8,54.2,1.8,?,?,74.1,2.8,4.3,6.4,5.5,1.4,?,?,?,?,3.6,?,2.5,100.0,53.7,?,4.2,?,52.5,41.1,4.1,2.2,1.2
0,38.4,?,1.6,92.4,35.8,55.2,1.4,7.6,2.6,?,0.2,?,0.1,?,?,0.2,0.3,13.5,?,?,0.3,0.0,?,?,55.1,?,0.0,?,?,?,?,?,?,?,?,0.1,0.0,4.0,?,30.8,16.0,?,2.8,4.2,1.7,8.1,11.7,?,21.2,33.1,5.4,?,?,?,?,?,?,1.4,?,0.0,?,?,2.2,4.0,?,0.1,6.2,1.3,?,2.7,27.2,48.0,24.8,76.9,11.5,0.9,?,?,?,?,?,?,2.3,1.5,0.5,?,0.0,0.2,76.0,1.6,?,25.9,3.2,70.9,5.0,13.9,81.2,93.6,1.1,0.0,?,0.3,4.5,?,0.3,0.0,?,?,85.1,?,2.6,?,?,0.0,76.4,?,20.9,0.6,?,?,54.5,?,?,1.5,?,0.3,?,16.2,78.8,?,4.6,0.3,?,100.0,?,60.0,?,92.4,35.8,?,1.4,?,2.6
?,41.1,57.2,1.7,?,38.7,?,1.5,7.1,2.4,4.5,0.2,78.4,0.1,?,0.0,0.2,0.3,?,5.3,0.1,?,0.0,4.6,0.6,51.2,?,0.1,?,1.0,?,70.8,?,0.1,0.4,?,0.5,0.0,4.0,?,30.1,16.2,?,?,?,?,?,11.7,18.9,21.3,?,5.3,96.9,2.5,0.6,10.7,77.4,10.2,1.4,?,?,18.6,?,?,3.7,0.2,0.1,5.8,1.2,0.3,?,31.9,44.9,23.2,78.6,10.7,?,0.3,4.5,5.1,29.3,?,11.4,?,1.4,0.5,2.8,0.1,0.2,?,1.5,?,30.9,3.1,66.0,7.8,?,76.4,87.2,1.1,0.0,0.0,?,?,0.1,0.3,0.0,0.1,?,85.5,?,?,?,1.9,0.1,?,?,?,?,3.2,?,?,1.7,0.7,2.0,2.3,?,31.2,20.8,?,5.0,4.7,?,?,100.0,41.1,?,1.7,92.9,38.7,52.8,1.5,7.1,?
